"id","name","start time(s)","profile","behavior","maxVel(m/s)","shape","occupantRadius(m)","geometryRadius(m)","height(m)","room","x(m)","y(m)","z(m)","speedInSmoke(m/s)","ACCEL_TIME(s)","MIN_SQUEEZE_FACTOR_CONST","OCCMODEL","PRIORITY_LEVEL","PERSIST_TIME(s)","COLLISION_RESPONSE_TIME(s)","PROP_SPACING(m)","PROP_SOCIAL_DIST(m)","SLOW_FACTOR","BOUNDARY_LAYER(cm)","OBEY_ONEWAY_DOORS","ESCALATOR_PREF","LOCAL_QUEUE_TIME_FACTOR","LOCAL_TRAVEL_TIME_FACTOR","TAIL_TIME_FACTOR","CURR_DOOR_PREF(%)","DIST_TRAVELLED_DOUBLE_DIST(m)","REQUIRES_ASSISTANCE","INIT_ORIENT(°)","ELEVATOR_WAIT_TIME(s)","ATTRACTOR_SUSCEPTIBILITY","ATTRACTOR_SUSCEPTIBILITY_IDLE"
44,"00005",0.000000,"Default","Behavior01",0.807124,"Cylinder",0.231883,0.231883,1.815160,"Floor 9.84252 ft->Room44_1",8.046219,34.255358,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,11.736136,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
45,"00006",0.000000,"Default","Behavior01",1.563427,"Cylinder",0.208075,0.208075,2.121855,"Floor 9.84252 ft->Room44_1",10.475673,34.834332,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,350.314993,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
46,"00007",0.000000,"Default","Behavior01",0.472285,"Cylinder",0.215202,0.215202,1.906270,"Floor 9.84252 ft->Room44_1",10.270779,32.984650,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,345.611643,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
47,"00008",0.000000,"Default","Behavior01",0.897485,"Cylinder",0.214626,0.214626,1.864223,"Floor 9.84252 ft->Room44_1",0.999793,32.091030,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,353.216239,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
48,"00009",0.000000,"Default","Behavior01",0.565271,"Cylinder",0.216358,0.216358,1.876990,"Floor 9.84252 ft->Room44_1",7.538207,35.580834,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,221.762022,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
49,"00010",0.000000,"Default","Behavior01",0.823679,"Cylinder",0.207962,0.207962,1.960700,"Floor 9.84252 ft->Room44_1",1.784425,31.123579,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,27.274233,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
50,"00011",0.000000,"Default","Behavior01",1.616257,"Cylinder",0.219161,0.219161,2.050715,"Floor 9.84252 ft->Room16_1",4.995412,25.403397,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,108.829850,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
51,"00012",0.000000,"Default","Behavior01",1.124227,"Cylinder",0.214138,0.214138,2.009880,"Floor 9.84252 ft->Room17_1",3.797016,18.757125,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,318.929864,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
52,"00013",0.000000,"Default","Behavior01",0.731125,"Cylinder",0.223574,0.223574,1.747126,"Floor 9.84252 ft->Room05_1_1_1",9.476114,21.681704,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,62.975710,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
53,"00014",0.000000,"Default","Behavior01",1.649508,"Cylinder",0.208986,0.208986,1.886298,"Floor 9.84252 ft->Room30_1",18.650222,17.325522,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0018",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,83.761321,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
54,"00015",0.000000,"Default","Behavior01",0.624944,"Cylinder",0.207293,0.207293,1.733186,"Floor 9.84252 ft->Room05_1_1_1_1",23.502069,18.685691,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,353.861473,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
55,"00016",0.000000,"Default","Behavior01",1.306494,"Cylinder",0.228508,0.228508,1.793991,"Floor 9.84252 ft->Room05_1_1_1_1",24.160563,16.977403,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,177.803539,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
56,"00017",0.000000,"Default","Behavior01",1.055728,"Cylinder",0.232881,0.232881,1.798288,"Floor 9.84252 ft->Room31_1",25.546558,21.779983,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,290.274871,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
57,"00018",0.000000,"Default","Behavior01",0.462646,"Cylinder",0.220120,0.220120,1.884686,"Floor 9.84252 ft->Room31_1",25.219814,20.388026,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,18.530177,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
58,"00019",0.000000,"Default","Behavior01",1.564884,"Cylinder",0.205415,0.205415,1.934983,"Floor 9.84252 ft->Room14_1",4.044730,17.659208,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,8.579852,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
59,"00020",0.000000,"Default","Behavior01",0.939365,"Cylinder",0.228086,0.228086,1.738962,"Floor 9.84252 ft->Room14_1",2.465172,11.858838,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,204.591732,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
60,"00021",0.000000,"Default","Behavior01",0.988090,"Cylinder",0.223162,0.223162,2.102238,"Floor 9.84252 ft->Room15_1",10.037564,13.742869,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0018",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,96.855518,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
61,"00022",0.000000,"Default","Behavior01",1.624122,"Cylinder",0.219819,0.219819,1.830185,"Floor 9.84252 ft->Room15_1",8.132904,13.560110,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,271.535919,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
62,"00023",0.000000,"Default","Behavior01",1.414401,"Cylinder",0.219022,0.219022,1.884709,"Floor 9.84252 ft->Room05_1",6.650560,5.584530,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,286.837182,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
63,"00024",0.000000,"Default","Behavior01",1.630940,"Cylinder",0.232383,0.232383,1.961399,"Floor 9.84252 ft->Room05_1",0.635173,3.298573,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,94.537297,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
64,"00025",0.000000,"Default","Behavior01",1.172746,"Cylinder",0.231775,0.231775,1.915556,"Floor 9.84252 ft->Room05_1_1_1",25.512503,9.443569,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,122.717503,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
65,"00026",0.000000,"Default","Behavior01",1.465517,"Cylinder",0.228527,0.228527,1.711432,"Floor 9.84252 ft->Room05_1_1_1",26.214208,9.278239,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,290.735690,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
66,"00027",0.000000,"Default","Behavior01",0.835058,"Cylinder",0.228818,0.228818,1.813848,"Floor 9.84252 ft->Room05_1_1",25.992384,4.219433,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,58.247560,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
67,"00028",0.000000,"Default","Behavior01",1.470463,"Cylinder",0.208193,0.208193,1.771531,"Floor 9.84252 ft->Room05_1_1",25.116867,6.137939,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,216.667356,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
68,"00029",0.000000,"Default","Behavior01",1.410288,"Cylinder",0.233023,0.233023,2.108333,"Floor 9.84252 ft->Room35_1",25.333981,2.819877,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,140.320376,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
69,"00030",0.000000,"Default","Behavior01",1.655776,"Cylinder",0.204711,0.204711,1.898960,"Floor 9.84252 ft->Room35_1",24.450626,2.850496,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,40.320222,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
70,"00033",0.000000,"Default","Behavior01",1.480787,"Cylinder",0.221018,0.221018,2.069620,"Floor 9.84252 ft->Room22_1",0.845508,49.353332,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,261.145507,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
71,"00034",0.000000,"Default","Behavior01",1.295295,"Cylinder",0.219036,0.219036,1.676548,"Floor 9.84252 ft->Room22_1",4.283449,49.862133,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,84.116293,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
72,"00037",0.000000,"Default","Behavior01",0.641150,"Cylinder",0.229516,0.229516,1.995329,"Floor 9.84252 ft->Room28_1",21.579099,36.044432,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,347.674087,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
73,"00038",0.000000,"Default","Behavior01",1.604578,"Cylinder",0.232382,0.232382,2.063790,"Floor 9.84252 ft->Room28_1",22.028278,37.441957,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,55.808168,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
74,"00040",0.000000,"Default","Behavior01",1.133489,"Cylinder",0.208603,0.208603,2.099673,"Floor 9.84252 ft->Room08_1_1_1_1",25.126075,39.068357,3.048000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0002",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,151.415786,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
75,"00011",0.000000,"Default","Behavior01",1.168591,"Cylinder",0.227309,0.227309,1.921666,"Floor 19.685039 ft->Room16_2",4.995412,25.403397,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0011",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,108.829850,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
76,"00012",0.000000,"Default","Behavior01",0.620780,"Cylinder",0.233330,0.233330,1.756142,"Floor 19.685039 ft->Room17_2",3.797016,18.757125,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0018",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,318.929864,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
77,"00013",0.000000,"Default","Behavior01",1.209458,"Cylinder",0.223925,0.223925,1.819406,"Floor 19.685039 ft->Room05_1_1_2",9.476114,21.681704,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,62.975710,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
78,"00014",0.000000,"Default","Behavior01",1.286344,"Cylinder",0.229842,0.229842,1.869639,"Floor 19.685039 ft->Room30_2",18.650222,17.325522,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0001",0,1.000000,1.500000,0.080000,0.365760,0.500000,15.000001,1,"STAND_LEFT",1.000000,1.000000,1.000000,35.000000,35.000000,0,83.761321,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
79,"00015",0.000000,"Default","Behavior01",0.467054,"Cylinder",0.225808,0.225808,1.878301,"Floor 19.685039 ft->Room05_1_1_1_2",23.502069,18.685691,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,353.861473,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
80,"00016",0.000000,"Default","Behavior01",0.441537,"Cylinder",0.215942,0.215942,1.728453,"Floor 19.685039 ft->Room05_1_1_1_2",24.160563,16.977403,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CMan0012",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,177.803539,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
81,"00017",0.000000,"Default","Behavior01",1.228240,"Cylinder",0.204643,0.204643,1.794941,"Floor 19.685039 ft->Room31_2",25.546558,21.779983,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0019",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,290.274871,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
82,"00018",0.000000,"Default","Behavior01",1.159438,"Cylinder",0.207698,0.207698,1.924794,"Floor 19.685039 ft->Room31_2",25.219814,20.388026,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,18.530177,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
83,"00019",0.000000,"Default","Behavior01",1.442005,"Cylinder",0.225704,0.225704,1.849946,"Floor 19.685039 ft->Room14_2",4.044730,17.659208,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,8.579852,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
84,"00020",0.000000,"Default","Behavior01",1.333308,"Cylinder",0.317500,0.317500,1.828800,"Floor 19.685039 ft->Room14_2",2.465172,11.858838,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,204.591732,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
85,"00021",0.000000,"Default","Behavior01",1.610426,"Cylinder",0.233907,0.233907,1.754042,"Floor 19.685039 ft->Room15_2",10.037564,13.742869,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"CWom0019",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,96.855518,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
86,"00023",0.000000,"Default","Behavior01",0.769342,"Cylinder",0.225726,0.225726,2.021624,"Floor 19.685039 ft->Room05_2",6.650560,5.584530,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,286.837182,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
87,"00024",0.000000,"Default","Behavior01",0.966679,"Cylinder",0.206744,0.206744,1.860482,"Floor 19.685039 ft->Room05_2",0.635173,3.298573,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BWom0001",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,94.537297,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
88,"00025",0.000000,"Default","Behavior01",0.998535,"Cylinder",0.213137,0.213137,1.731119,"Floor 19.685039 ft->Room05_1_1_2",25.512503,9.443569,6.096000,"SpeedInSmokeSim [mode=FRIDOLF, customFuncVisThreshold=3.0 m, customFuncVisType=AS_GIVEN, customFuncVis=inferno.data2.value.PiecewiseFunction1d@d4621e01]",1.100000,0.700000,"BMan0003",0,1.000000,1.500000,0.080000,,0.100000,15.000001,1,"STAND_ANYWHERE",1.000000,1.000000,1.000000,35.000000,35.000000,0,122.717503,0.000000,"Default=0.0, values={}","Default=0.0, values={}"
